"disease","gene","expression"
"Influenza","CCNA2",4.635017358
"Influenza","BIRC5",4.290959171
"Influenza","BUB1B",4.48608649
"Influenza","KIF2C",4.965961421
"Influenza","MELK",4.880533245
"Influenza","TTK",5.054092174
"Influenza","CCNA2",5.931234474
"Influenza","BIRC5",5.27592306
"Influenza","BUB1B",4.704607649
"Influenza","KIF2C",5.129523032
"Influenza","MELK",5.184108721
"Influenza","TTK",5.69618354
"Influenza","CCNA2",6.222284795
"Influenza","BIRC5",5.566360271
"Influenza","BUB1B",4.575719327
"Influenza","KIF2C",5.400551267
"Influenza","MELK",5.574495413
"Influenza","TTK",4.928958906
"Influenza","CCNA2",5.575080523
"Influenza","BIRC5",4.529217693
"Influenza","BUB1B",4.924263195
"Influenza","KIF2C",4.47247391
"Influenza","MELK",4.479308578
"Healthy_Flu","TTK",4.980610246
"Healthy_Flu","CCNA2",4.836300317
"Healthy_Flu","BIRC5",4.263439326
"Healthy_Flu","BUB1B",4.796558003
"Healthy_Flu","KIF2C",4.333079249
"Healthy_Flu","MELK",4.333079249
"Healthy_Flu","TTK",4.506622948
"Healthy_Flu","CCNA2",4.824270198
"Healthy_Flu","BIRC5",4.680069337
"Healthy_Flu","BUB1B",4.617705001
"Healthy_Flu","KIF2C",4.297495143
"Healthy_Flu","MELK",4.157836755
"Influenza","TTK",4.971365747
"Influenza","CCNA2",6.10225309
"Influenza","BIRC5",5.573364428
"Influenza","BUB1B",5.09354223
"Influenza","KIF2C",4.526069265
"Influenza","MELK",5.239010005
"Influenza","TTK",4.510318754
"Influenza","CCNA2",5.619792578
"Influenza","BIRC5",4.630886123
"Influenza","BUB1B",4.730564499
"Influenza","KIF2C",4.875079538
"Influenza","MELK",4.25436797
"Influenza","TTK",5.273779766
"Influenza","CCNA2",5.644736461
"Influenza","BIRC5",4.866793502
"Influenza","BUB1B",4.897913706
"Influenza","KIF2C",4.885434554
"Influenza","MELK",5.985424652
"Healthy_Flu","TTK",4.716127331
"Healthy_Flu","CCNA2",5.092844381
"Healthy_Flu","BIRC5",4.478621724
"Healthy_Flu","BUB1B",4.721144735
"Healthy_Flu","KIF2C",4.84068194
"Healthy_Flu","MELK",3.845983837
"Influenza","TTK",5.879063433
"Influenza","CCNA2",6.341817499
"Influenza","BIRC5",5.81346024
"Influenza","BUB1B",5.137971292
"Influenza","KIF2C",5.397826579
"Influenza","MELK",5.809381005
"Influenza","TTK",4.604496592
"Influenza","CCNA2",5.437487029
"Influenza","BIRC5",5.146350877
"Influenza","BUB1B",3.544132103
"Influenza","KIF2C",5.189247276
"Influenza","MELK",4.516855441
"Influenza","TTK",4.424569645
"Influenza","CCNA2",5.988468733
"Influenza","BIRC5",4.752966211
"Influenza","BUB1B",4.553773491
"Influenza","KIF2C",4.972906535
"Influenza","MELK",4.69558045
"Influenza","TTK",5.525255212
"Influenza","CCNA2",6.766814144
"Influenza","BIRC5",6.064501778
"Influenza","BUB1B",4.644872924
"Influenza","KIF2C",5.415467247
"Influenza","MELK",5.815643306
"Influenza","TTK",5.242015525
"Influenza","CCNA2",6.91701086
"Influenza","BIRC5",5.561974282
"Influenza","BUB1B",5.337489767
"Influenza","KIF2C",4.998193937
"Influenza","MELK",5.795097164
"Influenza","TTK",5.077294599
"Influenza","CCNA2",5.92119439
"Influenza","BIRC5",4.86430343
"Influenza","BUB1B",5.003847992
"Influenza","KIF2C",4.955355737
"Influenza","MELK",5.484176121
"Influenza","TTK",3.85894905
"Influenza","CCNA2",4.84693887
"Influenza","BIRC5",4.389146952
"Influenza","BUB1B",4.961708962
"Influenza","KIF2C",4.589757703
"Influenza","MELK",4.433859357
"Influenza","TTK",5.488751656
"Influenza","CCNA2",6.515498055
"Influenza","BIRC5",5.718434357
"Influenza","BUB1B",4.591415776
"Influenza","KIF2C",4.790743446
"Influenza","MELK",5.542221537
"Influenza","TTK",6.206957842
"Influenza","CCNA2",6.841198379
"Influenza","BIRC5",5.652463284
"Influenza","BUB1B",5.763135295
"Influenza","KIF2C",6.030016265
"Influenza","MELK",6.133069061
"Influenza","TTK",6.074664598
"Influenza","CCNA2",6.329342533
"Influenza","BIRC5",5.022812579
"Influenza","BUB1B",5.656517325
"Influenza","KIF2C",6.137862122
"Influenza","MELK",5.270456423
"Influenza","TTK",5.131863171
"Influenza","CCNA2",5.914151251
"Influenza","BIRC5",5.74801757
"Influenza","BUB1B",4.463427881
"Influenza","KIF2C",5.781173941
"Influenza","MELK",5.111012921
"Influenza","TTK",4.33039764
"Influenza","CCNA2",5.481577446
"Influenza","BIRC5",5.07957233
"Influenza","BUB1B",4.836375904
"Influenza","KIF2C",4.880850981
"Influenza","MELK",4.368697001
"Influenza","TTK",4.903983723
"Influenza","CCNA2",5.080164972
"Influenza","BIRC5",4.168428518
"Influenza","BUB1B",4.395837706
"Influenza","KIF2C",4.966599419
"Influenza","MELK",4.590157822
"Healthy_Flu","TTK",5.06181559
"Healthy_Flu","CCNA2",5.225649881
"Healthy_Flu","BIRC5",4.596485499
"Healthy_Flu","BUB1B",4.559020791
"Healthy_Flu","KIF2C",4.619085774
"Healthy_Flu","MELK",4.64838943
"Healthy_Flu","TTK",4.620167318
"Healthy_Flu","CCNA2",4.931193871
"Healthy_Flu","BIRC5",4.295729893
"Healthy_Flu","BUB1B",4.393879023
"Healthy_Flu","KIF2C",4.411124097
"Healthy_Flu","MELK",4.501103121
"RSV","TTK",1.5133039
"RSV","CCNA2",1.9893106
"RSV","BIRC5",2.294404
"RSV","BUB1B",2.0776827
"RSV","KIF2C",1.1300503
"RSV","MELK",2.5767508
"RSV","TTK",0.63525504
"RSV","CCNA2",1.779797
"RSV","BIRC5",0.91484183
"RSV","BUB1B",1.5826201
"RSV","KIF2C",1.2100502
"RSV","MELK",1.3539492
"RSV","TTK",2.8957875
"RSV","CCNA2",6.3912354
"RSV","BIRC5",3.727494
"RSV","BUB1B",2.6458197
"RSV","KIF2C",1.9356784
"RSV","MELK",3.2913558
"Healthy_RSV","TTK",0.92280704
"Healthy_RSV","CCNA2",0.86886793
"Healthy_RSV","BIRC5",0.99999994
"Healthy_RSV","BUB1B",0.8805606
"Healthy_RSV","KIF2C",1
"Healthy_RSV","MELK",0.66228074
"Healthy_RSV","TTK",0.99064326
"Healthy_RSV","CCNA2",1.7518868
"Healthy_RSV","BIRC5",1.0727595
"Healthy_RSV","BUB1B",1.1937841
"Healthy_RSV","KIF2C",0.9976672
"Healthy_RSV","MELK",1.154057
"Healthy_RSV","TTK",1.0809313
"Healthy_RSV","CCNA2",0.98343134
"Healthy_RSV","BIRC5",2.296837
"Healthy_RSV","BUB1B",1.1356156
"Healthy_RSV","KIF2C",0.95075375
"Healthy_RSV","MELK",1.4724292
"Healthy_RSV","TTK",1.1403509
"Healthy_RSV","CCNA2",0.8679246
"Healthy_RSV","BIRC5",1.675244
"Healthy_RSV","BUB1B",1.0511882
"Healthy_RSV","KIF2C",0.9195179
"Healthy_RSV","MELK",1.0833334
"Healthy_RSV","TTK",0.98558766
"Healthy_RSV","CCNA2",1.153394
"Healthy_RSV","BIRC5",0.21289538
"Healthy_RSV","BUB1B",0.44963795
"Healthy_RSV","KIF2C",0.9809045
"Healthy_RSV","MELK",0.6654247
"Healthy_RSV","TTK",1.0397661
"Healthy_RSV","CCNA2",1.0179245
"Healthy_RSV","BIRC5",0.1552795
"Healthy_RSV","BUB1B",0.4162096
"Healthy_RSV","KIF2C",0.948678
"Healthy_RSV","MELK",0.48958334
"Healthy_RSV","TTK",1.0399114
"Healthy_RSV","CCNA2",1.3661144
"Healthy_RSV","BIRC5",1.1739659
"Healthy_RSV","BUB1B",0.84397626
"Healthy_RSV","KIF2C",1.0074372
"Healthy_RSV","MELK",0.8554396
"Healthy_RSV","TTK",1.097076
"Healthy_RSV","CCNA2",1.2056605
"Healthy_RSV","BIRC5",0.85625553
"Healthy_RSV","BUB1B",0.78123087
"Healthy_RSV","KIF2C",0.974339
"Healthy_RSV","MELK",0.629386
"Healthy_RSV","TTK",1.3918129
"Healthy_RSV","CCNA2",1.9
"Healthy_RSV","BIRC5",0.4259095
"Healthy_RSV","BUB1B",1.4399755
"Healthy_RSV","KIF2C",1.2986002
"Healthy_RSV","MELK",1.310307
"RSV","TTK",1.8126386
"RSV","CCNA2",1.7006949
"RSV","BIRC5",1.064477
"RSV","BUB1B",1.5536537
"RSV","KIF2C",1.2028141
"RSV","MELK",3.2339787
"RSV","TTK",2.6219513
"RSV","CCNA2",2.2373064
"RSV","BIRC5",1.2895378
"RSV","BUB1B",1.7300855
"RSV","KIF2C",1.1236181
"RSV","MELK",1.634128
"Influenza_RSV","TTK",5.3216376
"Influenza_RSV","CCNA2",7.739624
"Influenza_RSV","BIRC5",2.3212068
"Influenza_RSV","BUB1B",3.8507009
"Influenza_RSV","KIF2C",2.9031882
"Influenza_RSV","MELK",5.917763
"Influenza_RSV","TTK",1.2163743
"Influenza_RSV","CCNA2",1.1292453
"Influenza_RSV","BIRC5",0.20763086
"Influenza_RSV","BUB1B",1.1383302
"Influenza_RSV","KIF2C",0.9090202
"Influenza_RSV","MELK",1.1354167
"Influenza_RSV","TTK",0.6631579
"Influenza_RSV","CCNA2",1.2556604
"Influenza_RSV","BIRC5",0.33895302
"Influenza_RSV","BUB1B",1.195003
"Influenza_RSV","KIF2C",1.5847589
"Influenza_RSV","MELK",0.377193
"Influenza_RSV","TTK",1.5380117
"Influenza_RSV","CCNA2",2.009434
"Influenza_RSV","BIRC5",0.15882875
"Influenza_RSV","BUB1B",1.2382692
"Influenza_RSV","KIF2C",1.3444788
"Influenza_RSV","MELK",0.76480263
"Influenza_RSV","TTK",1.1251462
"Influenza_RSV","CCNA2",1.490566
"Influenza_RSV","BIRC5",0.54835844
"Influenza_RSV","BUB1B",0.8458257
"Influenza_RSV","KIF2C",1.0956453
"Influenza_RSV","MELK",0.55701756
"Influenza_RSV","TTK",1.6783626
"Influenza_RSV","CCNA2",2.7990568
"Influenza_RSV","BIRC5",1.2582077
"Influenza_RSV","BUB1B",1.8756853
"Influenza_RSV","KIF2C",1.5501555
"Influenza_RSV","MELK",1.7653509
"Influenza_RSV","TTK",3.512281
"Influenza_RSV","CCNA2",4.3820753
"Influenza_RSV","BIRC5",3.31677
"Influenza_RSV","BUB1B",3.174284
"Influenza_RSV","KIF2C",2.145412
"Influenza_RSV","MELK",3.6787283
"Influenza_RSV","TTK",0.6994152
"Influenza_RSV","CCNA2",0.7028302
"Influenza_RSV","BIRC5",1.088731
"Influenza_RSV","BUB1B",0.9037172
"Influenza_RSV","KIF2C",1.5835924
"Influenza_RSV","MELK",0.89418864
"Influenza_RSV","TTK",1.7438598
"Influenza_RSV","CCNA2",1.3424529
"Influenza_RSV","BIRC5",0.66992015
"Influenza_RSV","BUB1B",1.2522851
"Influenza_RSV","KIF2C",1.222395
"Influenza_RSV","MELK",1.0509869
"Influenza_RSV","TTK",5.5099416
"Influenza_RSV","CCNA2",10.124528
"Influenza_RSV","BIRC5",3.6033719
"Influenza_RSV","BUB1B",3.205362
"Influenza_RSV","KIF2C",2.946345
"Influenza_RSV","MELK",5.3075657
"RSV","TTK",1.8192906
"RSV","CCNA2",1.3083912
"RSV","BIRC5",1.3953772
"RSV","BUB1B",2.3258722
"RSV","KIF2C",1.1441206
"RSV","MELK",2.1378536
"RSV","TTK",2.4423504
"RSV","CCNA2",1.2912881
"RSV","BIRC5",1.83455
"RSV","BUB1B",1.61027
"RSV","KIF2C",1.5859296
"RSV","MELK",1.6877793
"RSV","TTK",3.3425722
"RSV","CCNA2",2.448958
"RSV","BIRC5",3.2153285
"RSV","BUB1B",3.3140223
"RSV","KIF2C",2.4912562
"RSV","MELK",4.444113
"Influenza_RSV","TTK",3.6865501
"Influenza_RSV","CCNA2",4.5386796
"Influenza_RSV","BIRC5",2.3984027
"Influenza_RSV","BUB1B",2.8293722
"Influenza_RSV","KIF2C",2.6979005
"Influenza_RSV","MELK",3.872807
"Influenza_RSV","TTK",1.8397661
"Influenza_RSV","CCNA2",2.768868
"Influenza_RSV","BIRC5",1.515528
"Influenza_RSV","BUB1B",1.5996343
"Influenza_RSV","KIF2C",2.0734835
"Influenza_RSV","MELK",2.1354167
"RSV","TTK",1.6917962
"RSV","CCNA2",1.1480492
"RSV","BIRC5",0.31265208
"RSV","BUB1B",1.3495721
"RSV","KIF2C",2.2637184
"RSV","MELK",0.2362146
"RSV","TTK",1.9345899
"RSV","CCNA2",1.8834847
"RSV","BIRC5",2.5060828
"RSV","BUB1B",2.0473995
"RSV","KIF2C",3.0395977
"RSV","MELK",2.6184795
"RSV","TTK",1.6740577
"RSV","CCNA2",2.343132
"RSV","BIRC5",1.9184915
"RSV","BUB1B",1.7406188
"RSV","KIF2C",1.759598
"RSV","MELK",1.7213113
"RSV","TTK",1.7372506
"RSV","CCNA2",2.4981294
"RSV","BIRC5",2.762774
"RSV","BUB1B",1.9394339
"RSV","KIF2C",2.049447
"RSV","MELK",2.4642324
"RSV","TTK",1.2638582
"RSV","CCNA2",3.6675572
"RSV","BIRC5",2.2055962
"RSV","BUB1B",1.9479921
"RSV","KIF2C",1.6180904
"RSV","MELK",2.8934422
"RSV","TTK",2.4889138
"RSV","CCNA2",2.7974346
"RSV","BIRC5",3.0498784
"RSV","BUB1B",1.5490454
"RSV","KIF2C",1.8970854
"RSV","MELK",2.615499
"RSV","TTK",1.7516631
"RSV","CCNA2",4.128274
"RSV","BIRC5",2.794404
"RSV","BUB1B",1.6859777
"RSV","KIF2C",1.9396985
"RSV","MELK",3.2004466
"RSV","TTK",0.82483375
"RSV","CCNA2",1.1373597
"RSV","BIRC5",0.76034063
"RSV","BUB1B",0.6945359
"RSV","KIF2C",0.9764824
"RSV","MELK",1.1169894
"Healthy_RSV","TTK",0.7649668
"Healthy_RSV","CCNA2",0.45216462
"Healthy_RSV","BIRC5",0.6240876
"Healthy_RSV","BUB1B",0.61487824
"Healthy_RSV","KIF2C",0.9925628
"Healthy_RSV","MELK",0.21907598
"Healthy_RSV","TTK",0.5443459
"Healthy_RSV","CCNA2",1.0165687
"Healthy_RSV","BIRC5",1.7871046
"Healthy_RSV","BUB1B",0.8643845
"Healthy_RSV","KIF2C",0.70190954
"Healthy_RSV","MELK",0.11997019
"RSV","TTK",2.2949004
"RSV","CCNA2",2.782469
"RSV","BIRC5",1.7299271
"RSV","BUB1B",0.9144173
"RSV","KIF2C",1.5208039
"RSV","MELK",2.339791
"RSV","TTK",3.404657
"RSV","CCNA2",5.311598
"RSV","BIRC5",2.6836984
"RSV","BUB1B",2.9071758
"RSV","KIF2C",2.1531658
"RSV","MELK",4.3293586
"RSV","TTK",2.698448
"RSV","CCNA2",4.600748
"RSV","BIRC5",0.6021898
"RSV","BUB1B",1.81501
"RSV","KIF2C",2.048643
"RSV","MELK",3.0715349
"RSV","TTK",0.69844794
"RSV","CCNA2",1.8129343
"RSV","BIRC5",0.3333333
"RSV","BUB1B",1.923634
"RSV","KIF2C",1.6337688
"RSV","MELK",1.8964231
"RSV","TTK",2.0809314
"RSV","CCNA2",2.2266169
"RSV","BIRC5",1.176399
"RSV","BUB1B",1.1059908
"RSV","KIF2C",1.2084422
"RSV","MELK",2.009687
"RSV","TTK",2.879158
"RSV","CCNA2",3.032603
"RSV","BIRC5",1.4927007
"RSV","BUB1B",2.2363398
"RSV","KIF2C",1.7636181
"RSV","MELK",2.7280176
"RSV","TTK",1.9789358
"RSV","CCNA2",1.9636558
"RSV","BIRC5",2.0681267
"RSV","BUB1B",1.81106
"RSV","KIF2C",0.89688444
"RSV","MELK",1.9850966
"Influenza_RSV","TTK",5.659649
"Influenza_RSV","CCNA2",14.229246
"Influenza_RSV","BIRC5",3.2777283
"Influenza_RSV","BUB1B",6.1035953
"Influenza_RSV","KIF2C",2.8347585
"Influenza_RSV","MELK",7.5937505
"RSV","TTK",4.3957872
"RSV","CCNA2",7.3105288
"RSV","BIRC5",3.986618
"RSV","BUB1B",3.443713
"RSV","KIF2C",2.2524621
"RSV","MELK",4.4292097
"RSV","TTK",2.7804878
"RSV","CCNA2",5.647248
"RSV","BIRC5",3.0705597
"RSV","BUB1B",2.8136933
"RSV","KIF2C",1.759598
"RSV","MELK",3.3241427
"RSV","TTK",2.6518848
"RSV","CCNA2",2.8017104
"RSV","BIRC5",1.6058395
"RSV","BUB1B",1.8880842
"RSV","KIF2C",1.2832161
"RSV","MELK",2.491803
"RSV","TTK",1.660754
"RSV","CCNA2",2.6659539
"RSV","BIRC5",1.0121654
"RSV","BUB1B",1.3818301
"RSV","KIF2C",1.6309549
"RSV","MELK",2.019374
"RSV","TTK",0.88913524
"RSV","CCNA2",0.5398183
"RSV","BIRC5",1.163017
"RSV","BUB1B",0.8222515
"RSV","KIF2C",1.1650251
"RSV","MELK",1.8077495
"RSV","TTK",2.349224
"RSV","CCNA2",2.503474
"RSV","BIRC5",0.7068127
"RSV","BUB1B",1.9091507
"RSV","KIF2C",1.8858291
"RSV","MELK",4.117734
"Influenza_RSV","TTK",3.7906432
"Influenza_RSV","CCNA2",1.3792453
"Influenza_RSV","BIRC5",1.0248448
"Influenza_RSV","BUB1B",2.4838512
"Influenza_RSV","KIF2C",1.9148521
"Influenza_RSV","MELK",3.3815792
"RSV","TTK",2.4855876
"RSV","CCNA2",1.7787279
"RSV","BIRC5",3.0924575
"RSV","BUB1B",1.6932193
"RSV","KIF2C",1.4613066
"RSV","MELK",2.758569
"RSV","TTK",3.8558757
"RSV","CCNA2",3.3308392
"RSV","BIRC5",1.9939172
"RSV","BUB1B",2.8749177
"RSV","KIF2C",2.6066332
"RSV","MELK",3.9627414
"RSV","TTK",2.2560978
"RSV","CCNA2",3.155532
"RSV","BIRC5",2.6192214
"RSV","BUB1B",2.3949966
"RSV","KIF2C",2.1419094
"RSV","MELK",3.734724
"RSV","TTK",2.1252773
"RSV","CCNA2",2.5729556
"RSV","BIRC5",0.3454988
"RSV","BUB1B",1.6655694
"RSV","KIF2C",1.7760804
"RSV","MELK",2.7637851
"Influenza_RSV","TTK",1.1415205
"Influenza_RSV","CCNA2",1.6886792
"Influenza_RSV","BIRC5",0.6850044
"Influenza_RSV","BUB1B",1.2595977
"Influenza_RSV","KIF2C",0.9809486
"Influenza_RSV","MELK",1.7554826
"RSV","TTK",1.7538804
"RSV","CCNA2",2.044896
"RSV","BIRC5",1.5608274
"RSV","BUB1B",1.3844635
"RSV","KIF2C",1.2100502
"RSV","MELK",2.5134125
"RSV","TTK",0.8614191
"RSV","CCNA2",0.35061464
"RSV","BIRC5",0.8065694
"RSV","BUB1B",1.0302831
"RSV","KIF2C",1.1541709
"RSV","MELK",1.5663188
"Healthy_RSV","TTK",1
"Healthy_RSV","CCNA2",2.2801888
"Healthy_RSV","BIRC5",1.2102927
"Healthy_RSV","BUB1B",0.99999994
"Healthy_RSV","KIF2C",1.2002332
"Healthy_RSV","MELK",1.4051534
"Healthy_RSV","TTK",0.46452332
"Healthy_RSV","CCNA2",0.7771245
"Healthy_RSV","BIRC5",0.76277375
"Healthy_RSV","BUB1B",1.3238974
"Healthy_RSV","KIF2C",1.0870352
"Healthy_RSV","MELK",0.94113255
"Healthy_RSV","TTK",0.4900585
"Healthy_RSV","CCNA2",0.685849
"Healthy_RSV","BIRC5",0.5563443
"Healthy_RSV","BUB1B",1.2254722
"Healthy_RSV","KIF2C",1.0513219
"Healthy_RSV","MELK",0.69243425
"Healthy_RSV","TTK",2.5415206
"Healthy_RSV","CCNA2",2.2179246
"Healthy_RSV","BIRC5",1.4942324
"Healthy_RSV","BUB1B",2.604509
"Healthy_RSV","KIF2C",1.4296267
"Healthy_RSV","MELK",1.7423245
"Healthy_RSV","TTK",0.6046784
"Healthy_RSV","CCNA2",0.33962265
"Healthy_RSV","BIRC5",0.51109135
"Healthy_RSV","BUB1B",0.62583786
"Healthy_RSV","KIF2C",1.1450232
"Healthy_RSV","MELK",0.99561405
"Healthy_RSV","TTK",0.4619883
"Healthy_RSV","CCNA2",1
"Healthy_RSV","BIRC5",0.6415262
"Healthy_RSV","BUB1B",0.74040216
"Healthy_RSV","KIF2C",0.6189735
"Healthy_RSV","MELK",1
"Healthy_RSV","TTK",1.5742794
"Healthy_RSV","CCNA2",0.8615713
"Healthy_RSV","BIRC5",0.17031631
"Healthy_RSV","BUB1B",1.206715
"Healthy_RSV","KIF2C",1.1991959
"Healthy_RSV","MELK",1.867362
"Healthy_RSV","TTK",2.2736843
"Healthy_RSV","CCNA2",0.3537736
"Healthy_RSV","BIRC5",1.2094055
"Healthy_RSV","BUB1B",1.3668494
"Healthy_RSV","KIF2C",1.0279937
"Healthy_RSV","MELK",1.3695176
"RSV","TTK",2.0199556
"RSV","CCNA2",0.8391235
"RSV","BIRC5",0.31265208
"RSV","BUB1B",1.558262
"RSV","KIF2C",0.9720603
"RSV","MELK",2.6035764
"Healthy_RSV","TTK",2.028825
"Healthy_RSV","CCNA2",0.09513628
"Healthy_RSV","BIRC5",0.92092454
"Healthy_RSV","BUB1B",1.5536537
"Healthy_RSV","KIF2C",1.3411056
"Healthy_RSV","MELK",3.5089412
"Healthy_RSV","TTK",1.0144125
"Healthy_RSV","CCNA2",2.1785142
"Healthy_RSV","BIRC5",2.1618006
"Healthy_RSV","BUB1B",1.1902568
"Healthy_RSV","KIF2C",1.8584924
"Healthy_RSV","MELK",1.8591652
"Healthy_RSV","TTK",0.67627496
"Healthy_RSV","CCNA2",1.2987707
"Healthy_RSV","BIRC5",1.0790755
"Healthy_RSV","BUB1B",0.84331805
"Healthy_RSV","KIF2C",0.9889447
"Healthy_RSV","MELK",1.0588673
"RSV","TTK",1.1995566
"RSV","CCNA2",1.1672902
"RSV","BIRC5",1.1545013
"RSV","BUB1B",1.4391047
"RSV","KIF2C",1.4942714
"RSV","MELK",1.9135616
"RSV","TTK",1.8991132
"RSV","CCNA2",3.0657399
"RSV","BIRC5",2.8491485
"RSV","BUB1B",2.2909808
"RSV","KIF2C",2.4257288
"RSV","MELK",2.7600596
"RSV","TTK",0.4013304
"RSV","CCNA2",0.96419024
"RSV","BIRC5",0.5583942
"RSV","BUB1B",1.036208
"RSV","KIF2C",2.4140704
"RSV","MELK",0.31818178
"RSV","TTK",0.32594237
"RSV","CCNA2",5.2902193
"RSV","BIRC5",1.5340633
"RSV","BUB1B",0.57208693
"RSV","KIF2C",1.0749749
"RSV","MELK",2.3368106
"RSV","TTK",1.1463416
"RSV","CCNA2",2.6103687
"RSV","BIRC5",1.5973237
"RSV","BUB1B",1.4950626
"RSV","KIF2C",2.043417
"RSV","MELK",2.3882263
"RSV","TTK",2.182927
"RSV","CCNA2",2.52806
"RSV","BIRC5",1.6107056
"RSV","BUB1B",1.5806452
"RSV","KIF2C",0.9873367
"RSV","MELK",2.2846496
"RSV","TTK",2.092018
"RSV","CCNA2",1.6312133
"RSV","BIRC5",2.1484187
"RSV","BUB1B",1.289006
"RSV","KIF2C",1.1409044
"RSV","MELK",1.8666168
"RSV","TTK",1.3847008
"RSV","CCNA2",0.12934262
"RSV","BIRC5",0.51703167
"RSV","BUB1B",1.1277156
"RSV","KIF2C",0.6958794
"RSV","MELK",2.4545453
"RSV","TTK",1.3403548
"RSV","CCNA2",1.0122929
"RSV","BIRC5",1.0364964
"RSV","BUB1B",1.7498354
"RSV","KIF2C",1.1204021
"RSV","MELK",2.6125183
"RSV","TTK",1.85255
"RSV","CCNA2",1.7113844
"RSV","BIRC5",0.24452555
"RSV","BUB1B",0.9624753
"RSV","KIF2C",1.6245226
"RSV","MELK",1.9433678
"RSV","TTK",1.3048781
"RSV","CCNA2",1.8107963
"RSV","BIRC5",0.6618005
"RSV","BUB1B",2.1573405
"RSV","KIF2C",0.94271356
"RSV","MELK",1.7004468
"Influenza_RSV","TTK",2.1076024
"Influenza_RSV","CCNA2",2.79434
"Influenza_RSV","BIRC5",1.2244898
"Influenza_RSV","BUB1B",2.2992074
"Influenza_RSV","KIF2C",1.561042
"Influenza_RSV","MELK",2.2867324
"Influenza_RSV","TTK",1.985965
"Influenza_RSV","CCNA2",2.7698116
"Influenza_RSV","BIRC5",1.390417
"Influenza_RSV","BUB1B",2.1352832
"Influenza_RSV","KIF2C",1.2717729
"Influenza_RSV","MELK",1.7428728
"Influenza_RSV","TTK",0.14035088
"Influenza_RSV","CCNA2",0.4443396
"Influenza_RSV","BIRC5",0.81188995
"Influenza_RSV","BUB1B",0.6380255
"Influenza_RSV","KIF2C",0.7779938
"Influenza_RSV","MELK",0.18914475
"RSV","TTK",1.905765
"RSV","CCNA2",1.6889364
"RSV","BIRC5",1.2785888
"RSV","BUB1B",1.1046741
"RSV","KIF2C",0.96321607
"RSV","MELK",2.1982114
"Influenza_RSV","TTK",1.2479532
"Influenza_RSV","CCNA2",2.0509434
"Influenza_RSV","BIRC5",1.2440106
"Influenza_RSV","BUB1B",2.1486897
"Influenza_RSV","KIF2C",1.7978226
"Influenza_RSV","MELK",1.9720396
"RSV","TTK",2.1463416
"RSV","CCNA2",1.3404597
"RSV","BIRC5",2.5036497
"RSV","BUB1B",2.1593153
"RSV","KIF2C",1.9095477
"RSV","MELK",2.6870341
"Influenza_RSV","TTK",1.0877193
"Influenza_RSV","CCNA2",0.8273585
"Influenza_RSV","BIRC5",0.1552795
"Influenza_RSV","BUB1B",0.5953686
"Influenza_RSV","KIF2C",1.0268273
"Influenza_RSV","MELK",0.53892547
"Influenza_RSV","TTK",1.2783626
"Influenza_RSV","CCNA2",0.08490567
"Influenza_RSV","BIRC5",0.4108252
"Influenza_RSV","BUB1B",0.5131017
"Influenza_RSV","KIF2C",1.5995333
"Influenza_RSV","MELK",2.3580043
"Influenza_RSV","TTK",3.4233923
"Influenza_RSV","CCNA2",1.4122641
"Influenza_RSV","BIRC5",1.6202308
"Influenza_RSV","BUB1B",1.4680072
"Influenza_RSV","KIF2C",1.1115862
"Influenza_RSV","MELK",2.4868422
"Influenza_RSV","TTK",3.954386
"Influenza_RSV","CCNA2",4.5311327
"Influenza_RSV","BIRC5",1.2599822
"Influenza_RSV","BUB1B",2.523461
"Influenza_RSV","KIF2C",1.9420683
"Influenza_RSV","MELK",4.9358554
"Influenza_RSV","TTK",2.2046783
"Influenza_RSV","CCNA2",0.6792453
"Influenza_RSV","BIRC5",0.32741794
"Influenza_RSV","BUB1B",0.89457643
"Influenza_RSV","KIF2C",1.202566
"Influenza_RSV","MELK",1.4879385
"Influenza_RSV","TTK",2.7076023
"Influenza_RSV","CCNA2",2.2622643
"Influenza_RSV","BIRC5",0.14374447
"Influenza_RSV","BUB1B",1.9451554
"Influenza_RSV","KIF2C",1.5419906
"Influenza_RSV","MELK",2.383772
"RSV","TTK",1.7971177
"RSV","CCNA2",2.0983431
"RSV","BIRC5",0.3856448
"RSV","BUB1B",1.2198815
"RSV","KIF2C",1.6904522
"RSV","MELK",1.4180326
"RSV","TTK",3.2305987
"RSV","CCNA2",3.9144845
"RSV","BIRC5",3.0194645
"RSV","BUB1B",1.2797893
"RSV","KIF2C",1.8251256
"RSV","MELK",3.786885
"Influenza_RSV","TTK",1.077193
"Influenza_RSV","CCNA2",0.07264151
"Influenza_RSV","BIRC5",0.1171251
"Influenza_RSV","BUB1B",0.5648994
"Influenza_RSV","KIF2C",0.51127523
"Influenza_RSV","MELK",0.8876096
"Influenza_RSV","TTK",2.6690059
"Influenza_RSV","CCNA2",3.9462266
"Influenza_RSV","BIRC5",1.9245784
"Influenza_RSV","BUB1B",2.426569
"Influenza_RSV","KIF2C",1.4618973
"Influenza_RSV","MELK",2.7494519
"Influenza_RSV","TTK",0.97894734
"Influenza_RSV","CCNA2",1.2773584
"Influenza_RSV","BIRC5",0.08074535
"Influenza_RSV","BUB1B",0.7428397
"Influenza_RSV","KIF2C",0.5326594
"Influenza_RSV","MELK",1.2291666
